id,KG name,Sparql endpoint,SPARQL endpoint URL,License machine redeable (metadata),Description,Dataset URL,Author (metadata),Sources,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,R1.1 Machine- or human-readable license retrievable via any primary source,R1.2 Publisher information such as authors-contributors-publishers and sources,R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,FAIR score
eea-vocabularies,EEA Vocabularies,offline,http://cr.eionet.europa.eu/sparql,http://www.opendefinition.org/licenses/cc-by,"Superseded by dataset:eionet-rdf

Vocabularies used by EEA Linked Data: countries, biogeographical regions, DPSIR codes, languages.",absent,FALSE,Web:absent Name:Søren Roug Email:soren.roug@eea.europa.eu,1,0,1,0.78,1,1,0.8,0.5,1,0,1,0.62,1,1,1,1,1,1,1,0,1,0.75,3.17
Earthquake_case,ESO,-,https://www.orpha.net/sparql,http://www.opendefinition.org/licenses/odc-by,Past Earthquake case detail,https://github.com/sonia04021991/earthquake-KG,"Name: absent, email: soniamehla_6160014@nitkkr.ac.in",Web:https://github.com/sonia04021991/earthquake-KG Name:sonia mehla Email:soniamehla_6160014@nitkkr.ac.in,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.82
lobid-organisations,lobid-organisations,-,http://lobid.org/sparql/,FALSE,"lobid-organisation is an Index of libraries and related organisations
It provides URIs for > 44 k  *library-organisations* and *museums*.The URIs are based on the existing and well established International Standard Identifier for Libraries and Related Organizations (*ISIL*) which can also act as MARC Organization Codes. They are assigned to library institutions by national or institutional agencies. There are ca. **44.000** institutions described.

You can find additional information about this data [here](https://wiki1.hbz-nrw.de/pages/viewpage.action?pageId=1572888).",http://lobid.org/organisation,FALSE,Web:http://lobid.org/organisation Name:North Rhine-Westphalian Library Service Center Email:semweb@hbz-nrw.de,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.55
Uganda-Disasters-rdf-data_,Uganda Disasters,-,,http://www.opendefinition.org/licenses/cc-zero,"A data set containing all disasters recorded to have occurred in Uganda. Created by GI members of Makerere University, Kampala, Uganda.",http://ld4du.optimistcarter.com,"Name: absent, email: zamycar90@gmail.com",Web:http://ld4du.optimistcarter.com Name:Mosi Kiroge Email:mosikiroge@yahoo.co.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
linkedcrowdsourceddata,Linked Crowdsourced Data,offline,http://sparql.contextdatacloud.org,http://www.opendefinition.org/licenses/cc-by,"Linked Crowdsourced Data is - as the name implies - a crowdsourced dataset for real user location preferences. People using the CDCApp contribute to this dataset by checking into different locations. This information is accompanied by contextual information, such as the weather condition during the check-in, the WiFi access points that were measured in this area or whether the check-in occured during a regional holiday.",absent,FALSE,"Web:absent Name:Abdulbaki Uzun, Service-centric Networking, TU Berlin Email:abdulbaki.m.uzun@tu-berlin.de",1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
openmobilenetwork,OpenMobileNetwork,offline,http://sparql.openmobilenetwork.org,http://www.opendefinition.org/licenses/cc-by-sa,"The OpenMobileNetwork is a dataset for mobile networks and devices, which is semantically modeled using the Linked Data principles. It provides structured RDF data describing mobile networks, their topology and components (e.g., base stations, mobile devices or WiFi access points). Utilizing this dataset in combination with interlinked information that is present in the LOD Cloud, various applications can be realized that depend on mobile network and positioning data (e.g., Semantic Location-based Services or Power Management in Mobile Networks).",http://www.openmobilenetwork.org,"Name: absent, email: researchcalista@gmail.com","Web:http://www.openmobilenetwork.org Name:Abdulbaki Uzun, Service-centric Networking, TU Berlin Email:abdulbaki.m.uzun@tu-berlin.de",1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.82
uk-postcodes,UK Postcodes,-,,http://www.opendefinition.org/licenses/cc-by,"Linked data for every UK Postcode.

## License

Content is licensed under the [OS OpenData License](http://www.ordnancesurvey.co.uk/oswebsite/opendata/licence/index.html)",http://www.uk-postcodes.com/,FALSE,Web:http://www.uk-postcodes.com/ Name:Stuart Harrison (@pezholio) Email:,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.51
nuts-geovocab,NUTS (GeoVocab),-,,FALSE,The NUTS (Nomenclature of Territorial Units for Statistics)  is a classification defined by the Eurostat office of the European Union. Here we present the NUTS regions along with geographic information as a sample use of the NeoGeo RDF Vocabulary for GeoData.,http://nuts.geovocab.org/,FALSE,Web:http://nuts.geovocab.org/ Name:Eurostat Email:,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
near,Near,-,,http://www.opendefinition.org/licenses/cc-by-sa,"The Near dataset provides ""near"" links connecting points of interest that are geographically close to each other. The data set currently cross-links items in DBpedia, Geonames and Edubase.

*Note* this dataset is no longer updated, it was taken off-line during the shutdown of Kasabi. A dump of the dataset has been [uploaded to the Internet Archive](http://archive.org/details/kasabi)",http://beta.kasabi.com/dataset/near,FALSE,Web:http://beta.kasabi.com/dataset/near Name:Tom Heath Email:,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
knoesis-linked-sensor-data,Linked Sensor Data (Kno.e.sis),offline,http://sonicbanana.cs.wright.edu:8890/sparql,http://www.opendefinition.org/licenses/cc-by,"Datasets for sensors and sensor observations, created at Kno.e.sis Center, and converted from weather data at Mesowest. Contains descriptions of 20 thousand weather stations and 160 million observations.",http://wiki.knoesis.org/index.php/SSW_Datasets,FALSE,Web:http://wiki.knoesis.org/index.php/SSW_Datasets Name:Harshal Patni (Kno.e.sis) Email:harshal@knoesis.org,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
