id,KG name,Sparql endpoint,SPARQL endpoint URL,License machine redeable (metadata),Description,Dataset URL,Author (metadata),Sources,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,R1.1 Machine- or human-readable license retrievable via any primary source,R1.2 Publisher information such as authors-contributors-publishers and sources,R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,FAIR score
masc,Manually Annotated Sub-Corpus (MASC) of the Open American National Corpus,-,,FALSE,"The Manually Annotated Sub-Corpus (MASC) consists of approximately 500,000 words of contemporary American English written and spoken data drawn from the OPEN AMERICAN NATIONAL CORPUS (OANC).


All of MASC includes manually validated annotations for sentence boundaries, token, lemma and POS; noun and verb chunks; and named entities (person, location, organization, date). Additional manually produced or validated annotations have been produced by the MASC project for portions of the sub-corpus, including full-text annotation for FrameNet frame elements, WordNet sense tags, and Penn Treebank syntactic annotation. Annotations of all or portions of the sub-corpus for a wide variety of other linguistic phenomena have been contributed by other projects.


Unlike most freely available corpora including a wide variety of linguistic annotations, MASC contains texts from a broad range of genres.


MASC is an OPEN LANGUAGE DATA resource that can be downloaded by anyone for any purpose. At the same time, it is a resource that will be enhanced by the community, through its contributions of annotations and derived data.

The RDF conversion from GrAF is still in preparation. Below, you can find a preliminary OWL2/DL representation of the PennTreebank syntax (60.000 tok) in OWL, generated out of the original annotations, instead. Triple counts and links refer to this fragment. The conversion follows POWLA specifications (http://sourceforge.net/projects/powla/) and includes links to OLiA Annotation Models for PTB morphosyntax and syntax.",http://www.anc.org/MASC/Home.html,FALSE,Web:http://www.anc.org/MASC/Home.html Name: Email:,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,1,1,0.75,1,1,0,1,0.75,3.03
omwn-als,Albanet WordNet (as part of Open Multilingual WordNet),-,http://omwn.linguistic-lod.org/sparql/,https://creativecommons.org/licenses/by/3.0/,"The Albanet wordnet as published as part of the Open Multilingual WordNet. The goal of Open Multilingual WordNet is to make it easy to use wordnets in multiple languages. The individual wordnets have been made by many different projects and vary greatly in size and accuracy. We have (i) extracted and normalized the data, (ii) linked it to Princeton WordNet 3.0 and (iii) put it in one place. The Open Multilingual Wordnet and its components are open: they can be freely used, modified, and shared by anyone for any purpose.",http://compling.hss.ntu.edu.sg/omw/,"Name: absent, email: john.mccrae@insight-centre.org",Web:http://compling.hss.ntu.edu.sg/omw/ Name:Francis Bond Email:bond@ieee.org,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
apertium-rdf-en-ca,Apertium RDF EN-CA,-,,FALSE,RDF version of the Apertium bilingual dictionary EN-ES The original dataset (in LMF) comes from http://hdl.handle.net/10230/17096. The RDF version of the lexica is modelled using lemon (http://lemon-model.net/) and the translation module (http://purl.org/net/translation). More about the Apertium RDF dictionaries at http://linguistic.linkeddata.es/apertium/,absent,FALSE,Web:absent Name: Universitat d'Alacant. Grup Transducens ; Paul Breen ; Jimmy O'Regan ; Universitat Pompeu Fabra. Institut Universitari de Lingüística Aplicada (IULA) Email:,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,1,1,0.75,1,1,0,1,0.75,3.03
panlex,PanLex,-,http://ld.panlex.org/sparql,FALSE,A lexical database documenting translations among lexemes of language varieties.,http://panlex.org,FALSE,Web:http://panlex.org Name:PanLex Email:info@panlex.org,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
UDante,UDante in LiLa,-,https://lila-erc.eu/sparql/lila_knowledge_base/sparql,http://www.opendefinition.org/licenses/cc-by-sa,UD treebank  of Dante Alighieri’s Latin works linked to the LiLa Knowledge Base,http://lila-erc.eu/data/corpora/UDante/id/corpus,"Name: absent, email: giovannimoretti@gmail.com",Web:http://lila-erc.eu/data/corpora/UDante/id/corpus Name:Marco Passarotti Email:marco.passarotti@unicatt.it,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.82
universal-dependencies-treebank-swedish-lines,Universal Dependencies Treebank Swedish-LinES,-,,http://creativecommons.org/licenses/by-nc/2.0/,"Universal Dependencies is a project that seeks to develop cross-linguistically consistent treebank annotation for many languages, with the goal of facilitating multilingual parser development, cross-lingual learning, and parsing research from a language typology perspective. The annotation scheme is based on (universal) Stanford dependencies (de Marneffe et al., 2006, 2008, 2014), Google universal part-of-speech tags (Petrov et al., 2012), and the Interset interlingua for morphosyntactic tagsets (Zeman, 2008).

This dataset refers to UD's Swedish-LinES treebank.",https://github.com/UniversalDependencies/UD_Swedish-LinES,FALSE,"Web:https://github.com/UniversalDependencies/UD_Swedish-LinES Name:Ahrenberg, Lars Email:",1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
apertium-rdf-eu-en,Apertium RDF EU-EN,-,,FALSE,RDF version of the Apertium bilingual dictionary EU-EN. The original dataset (in LMF) comes from http://hdl.handle.net/10230/22870 . The RDF version of the lexica is modelled using lemon (http://lemon-model.net/) and the translation module (http://purl.org/net/translation). More about the Apertium RDF dictionaries at http://linguistic.linkeddata.es/apertium/,absent,FALSE,"Web:absent Name:Universitat Pompeu Fabra. Institut Universitari de Lingüística Aplicada (IULA) ; Universitat d'Alacant. Grup Transducens ; Universitat Politècnica de Catalunya. TALP Research Center ; Euskal Herriko Unibertsitatea. IXA Taldea ; Prompsit Language Engineering, S.L	  Email:",1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,1,1,0.75,1,1,0,1,0.75,3.03
environmental-applications-reference-thesaurus,EARTh,offline,http://linkeddata.ge.imati.cnr.it:8890/sparql,http://creativecommons.org/licenses/by-nc/2.0/,"The Environmental Applications Reference Thesaurus (EARTh) has been compiled and is maintained by the  CNR-IIA-EKOLab  to facilitate the indexing, retrieval, harmonizing and integration of human- and machine-readable environmental information from disparate sources, across the cultural and linguistic barriers. Ownership of such material always remains with the CNR-IIA-EKOLab.

EARTh has been firstly made available as linked data as an activity within the European Project NatureSDIPlus (ECP-2007-GEO-317007). It is currently maintained  in the context of LusTRE, a framework under development within the EU project eENVplus (CIP-ICT-PSP grant No. 325232) that aims at combining existing thesauri to support the management of environmental resources. LusTRE considers the heterogeneity in scopes and levels of abstraction of environmental thesauri as an asset when managing environmental data, it exploits linked data best practices SKOS (Simple Knowledge Organization System) and RDF (Resource Description Framework) in order to provide a multi-thesauri solution for INSPIRE data themes related to the environment.",http://thesaurus.iia.cnr.it/index.php/vocabularies/earth,FALSE,Web:http://thesaurus.iia.cnr.it/index.php/vocabularies/earth Name:Paolo Plini (CNR-IIA-EKOLab)  Email:plini@iia.cnr.it,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
gemet,GEneral Multilingual Environmental Thesaurus,-,http://cr3.eionet.europa.eu/sparql,http://www.opendefinition.org/licenses/cc-by,"### About

A thesaurus in 20+ languages for terms related to the environment and environmental data. Published by the European Environment Agency.

Available in RDF without reuse constraints. 

### Openness

 No explicit information found.",http://www.eionet.europa.eu/gemet/,FALSE,Web:http://www.eionet.europa.eu/gemet/ Name:European Environment Agency Email:gemet@eea.europa.eu,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
thist,ThIST,-,http://linkeddata.ge.imati.cnr.it:8890/sparql,http://www.opendefinition.org/licenses/cc-by,"ThIST is the Italian Thesaurus of Sciences of the Earth, which has been exposed as Linked Data in the context of LusTRE, a framework currently under development within the EU project eENVplus (CIP-ICT-PSP grant No. 325232) that aims at combining existing thesauri to support the management of environmental resources. LusTRE considers the heterogeneity in scopes and levels of abstraction of environmental thesauri as an asset when managing environmental data, it exploits linked data best practices SKOS  (Simple Knowledge Organization System) and RDF  (Resource Description Framework) in order to provide a multi-thesauri solution for INSPIRE data themes related to the environment. 
The ThIST content is made available by Geological Survey of Italy in ISPRA  (Istituto Superiore per la
Protezione e la Ricerca Ambientale). It is the result of a nearly total revision of the thesaurus born by the integration among the terminological database of the former Library of the Italy Geological Service  and the thesaurus published by the CNR in 1997. ThIST is already used for the cataloguing of the biblio-cartographic material (monographs, articles of periodicals, papers) possessed by the Library and the recovery of the related information.
The ThIST content is made available by ISPRA (Istituto Superiore per la
Protezione e la Ricerca Ambientale). It is the result of a nearly total revision of the thesaurus born by the integration among the terminological database of the former Library of the Italy Geological Service  and the thesaurus published by the CNR in 1997. ThIST is already used for the cataloguing of the biblio-cartographic material (monographs, articles of periodicals, papers) possessed by the Library and the recovery of the related information.",http://purl.org/NET/ThISTWebPage,FALSE,"Web:http://purl.org/NET/ThISTWebPage Name: Servizio Geologico d'Italia in collaboration with ISPRA library (A. Carusone, L. Olivetta, C. Cipolloni, R. Ventura) Email:carlo.cipolloni@isprambiente.it",1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
umthes,UMTHES,-,,http://www.opendefinition.org/licenses/cc-by,"A German-centric thesaurus about environmental protection, maintained by the Federal Environment Agency, Germany. Includes English translations of most terms.",https://sns.uba.de/umthes/,"Name: absent, email: ma.jansing@gmail.com",Web:https://sns.uba.de/umthes/ Name:Barbara Fock Email:barbara.fock@uba.de,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
multext-east,Multext-East,-,,FALSE,"From the web site: Version 4 of the MULTEXT-East resources, a multilingual dataset for language engineering research and development. This dataset contains, for Bulgarian, Croatian, Czech, English, Estonian, Hungarian, Lithuanian, Macedonian, Persian, Polish, Resian, Romanian, Russian, Serbian, Slovak, Slovene, Ukrainian, some or all of the following resources:",http://nl.ijs.si/ME/V4/,FALSE,Web:http://nl.ijs.si/ME/V4/ Name: Email:,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
apertium-rdf-eu-es,Apertium RDF EU-ES,-,,FALSE,RDF version of the Apertium bilingual dictionary EU-ES. The original dataset (in LMF) comes from <http://hdl.handle.net/10230/17095> . The RDF version of the lexica is modelled using lemon (http://lemon-model.net/) and the translation module (http://purl.org/net/translation). More about the Apertium RDF dictionaries at http://linguistic.linkeddata.es/apertium/,absent,FALSE,"Web:absent Name:Universitat Pompeu Fabra. Institut Universitari de Lingüística Aplicada (IULA) ; Euskal Herriko Unibertsitatea. IXA Taldea ; Prompsit Language Engineering, S.L ; Universitat Politècnica de Catalunya. TALP Research Center ;  Universitat d'Alacant. Grup Transducens Email:",1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,1,1,0.75,1,1,0,1,0.75,3.03
clld-wold,CLLD-WOLD,-,,http://www.opendefinition.org/licenses/cc-by-sa,WOLD published by the CLLD project,http://wold.clld.org,FALSE,Web:http://wold.clld.org Name:None Email:None,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
universal-dependencies-treebank-galician,Universal Dependencies Treebank Galician,-,,http://creativecommons.org/licenses/by-nc/2.0/,"Universal Dependencies is a project that seeks to develop cross-linguistically consistent treebank annotation for many languages, with the goal of facilitating multilingual parser development, cross-lingual learning, and parsing research from a language typology perspective. The annotation scheme is based on (universal) Stanford dependencies (de Marneffe et al., 2006, 2008, 2014), Google universal part-of-speech tags (Petrov et al., 2012), and the Interset interlingua for morphosyntactic tagsets (Zeman, 2008).

This dataset refers to UD's Galician treebank.",https://github.com/UniversalDependencies/UD_Galician,FALSE,"Web:https://github.com/UniversalDependencies/UD_Galician Name:Gómez Guinovart, Xavier Email:",1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
universal-dependencies-treebank-turkish,Universal Dependencies Treebank Turkish,-,,http://creativecommons.org/licenses/by-nc/2.0/,"Universal Dependencies is a project that seeks to develop cross-linguistically consistent treebank annotation for many languages, with the goal of facilitating multilingual parser development, cross-lingual learning, and parsing research from a language typology perspective. The annotation scheme is based on (universal) Stanford dependencies (de Marneffe et al., 2006, 2008, 2014), Google universal part-of-speech tags (Petrov et al., 2012), and the Interset interlingua for morphosyntactic tagsets (Zeman, 2008).

This dataset refers to UD's Turkish treebank.",https://github.com/UniversalDependencies/UD_Turkish,FALSE,"Web:https://github.com/UniversalDependencies/UD_Turkish Name:Çöltekin, Çağrı; Cebiroğlu Eryiğit, Gülşen; Gökırmak, Memduh; Kaşıkara, Hüner; Sulubacak, Umut; Tyers, Francis Email:memduhg@gmail.com",1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
clld-apics,CLLD-APICS,-,,http://www.opendefinition.org/licenses/cc-by-sa,APiCS Online published by the CLLD project,http://apics-online.info,FALSE,Web:http://apics-online.info Name:None Email:None,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
clld-sails,CLLD-SAILS,-,,http://creativecommons.org/licenses/by-nc/2.0/,SAILS Online published by the CLLD project,http://sails.clld.org,FALSE,Web:http://sails.clld.org Name:None Email:None,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
wn-wiki-instances,Wordnet-Wikipedia/DBpedia instance mapping,-,,http://www.opendefinition.org/licenses/cc-zero,A mapping that was created between WordNet and DBpedia,https://github.com/jmccrae/wn-wiki-instances,"Name: absent, email: john.mccrae@insight-centre.org",Web:https://github.com/jmccrae/wn-wiki-instances Name:John McCrae Email:john@mccr.ae,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
gwa-ili,Global WordNet Association Interlingual Index,-,,https://wordnet.princeton.edu/license-and-commercial-use,The collaborative interlingual index maintains the data for a single interlingual index of concept for wordnets. This respository contains all the data that is available in the Interlingual Index as well as mappings to other resources.,https://github.com/globalwordnet/ili,"Name: absent, email: john.mccrae@insight-centre.org",Web:https://github.com/globalwordnet/ili Name:John McCrae Email:john@mccr.ae,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
universal-dependencies-treebank-hindi,Universal Dependencies Treebank Hindi,-,,http://creativecommons.org/licenses/by-nc/2.0/,"Universal Dependencies is a project that seeks to develop cross-linguistically consistent treebank annotation for many languages, with the goal of facilitating multilingual parser development, cross-lingual learning, and parsing research from a language typology perspective. The annotation scheme is based on (universal) Stanford dependencies (de Marneffe et al., 2006, 2008, 2014), Google universal part-of-speech tags (Petrov et al., 2012), and the Interset interlingua for morphosyntactic tagsets (Zeman, 2008).

This dataset refers to UD's Hindi treebank.",https://github.com/UniversalDependencies/UD_Hindi,FALSE,"Web:https://github.com/UniversalDependencies/UD_Hindi Name:Bhat, Riyaz Ahmad; Zeman, Daniel Email:zeman@ufal.mff.cuni.cz",1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
clean-energy-data-reegle,Linked Clean Energy Data (reegle.info),-,http://sparql.reegle.info/,http://reference.data.gov.uk/id/open-government-licence,"Comprehensive set of linked clean energy data including: 

*  policy and regulatory country profiles, 
*  key stakeholders (organisation profiles),
*  project outcome documents and a
*  thesaurus (SKOS format) on renewables, energy efficiency and climate change for public re-use.",http://data.reegle.info/,FALSE,Web:http://data.reegle.info/ Name:Florian Bauer Email:florian.bauer@reeep.org,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.82
phoible,Phonetics Information Base and Lexicon (PHOIBLE),-,http://linked-data.org/sparql,FALSE,Phonetics Information Base and Lexicon (PHOIBLE) is a data set of phonological inventories with additional linguistic and non-linguistic information.,http://phoible.org,FALSE,Web:http://phoible.org Name:Steve Moran Email:steven.moran@uzh.ch,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.55
iate-rdf,IATE RDF,-,,http://www.opendefinition.org/licenses/cc-by,"The IATE Dataset in RDF, converted from TBX",absent,FALSE,Web:absent Name: Email:,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,1,0,1,1,0.75,1,1,0,1,0.75,3.03
universal-dependencies-treebank-swedish,Universal Dependencies Treebank Swedish,-,,http://www.opendefinition.org/licenses/cc-by-sa,"Universal Dependencies is a project that seeks to develop cross-linguistically consistent treebank annotation for many languages, with the goal of facilitating multilingual parser development, cross-lingual learning, and parsing research from a language typology perspective. The annotation scheme is based on (universal) Stanford dependencies (de Marneffe et al., 2006, 2008, 2014), Google universal part-of-speech tags (Petrov et al., 2012), and the Interset interlingua for morphosyntactic tagsets (Zeman, 2008).

This dataset refers to UD's Swedish treebank.",https://github.com/UniversalDependencies/UD_Swedish,FALSE,"Web:https://github.com/UniversalDependencies/UD_Swedish Name:Nivre, Joakim; Smith, Aaron Email:",1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
universal-dependencies-treebank-spanish,Universal Dependencies Treebank Spanish,-,,http://creativecommons.org/licenses/by-nc/2.0/,"Universal Dependencies is a project that seeks to develop cross-linguistically consistent treebank annotation for many languages, with the goal of facilitating multilingual parser development, cross-lingual learning, and parsing research from a language typology perspective. The annotation scheme is based on (universal) Stanford dependencies (de Marneffe et al., 2006, 2008, 2014), Google universal part-of-speech tags (Petrov et al., 2012), and the Interset interlingua for morphosyntactic tagsets (Zeman, 2008).

This dataset refers to UD's Spanish treebank.",https://github.com/UniversalDependencies/UD_Spanish,FALSE,"Web:https://github.com/UniversalDependencies/UD_Spanish Name:Ballesteros, Miguel; Martínez Alonso, Héctor; McDonald, Ryan; Pascual, Elena; Silveira, Natalia; Zeman, Daniel; Nivre, Joakim Email:zeman@ufal.mff.cuni.cz",1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
universal-dependencies-treebank-swedish-sign-language,Universal Dependencies Treebank Swedish_Sign_Language,-,,http://www.opendefinition.org/licenses/cc-by-sa,"Universal Dependencies is a project that seeks to develop cross-linguistically consistent treebank annotation for many languages, with the goal of facilitating multilingual parser development, cross-lingual learning, and parsing research from a language typology perspective. The annotation scheme is based on (universal) Stanford dependencies (de Marneffe et al., 2006, 2008, 2014), Google universal part-of-speech tags (Petrov et al., 2012), and the Interset interlingua for morphosyntactic tagsets (Zeman, 2008).

This dataset refers to UD's Swedish_Sign_Language treebank.",https://github.com/UniversalDependencies/UD_Swedish_Sign_Language,FALSE,"Web:https://github.com/UniversalDependencies/UD_Swedish_Sign_Language Name:Gärdenfors, Moa; Börstell, Carl; Östling, Robert; Wallin, Lars; Wirén, Mats Email:robert@ling.su.se",1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
pleiades,Pleiades,-,,http://www.opendefinition.org/licenses/cc-by,"Pleiades is a gazetteer for ancient world studies operated by NYU's Institute for the Study of the Ancient World and supported by the US National Endowment for the Humanities. It is derived originally from the Barrington Atlas of the Greek and Roman World and continually adds new resources. Features include:

 * 31,000+ ancient places
 * 26,000+ ancient names and name variants with time periods
 * 31,000+ ancient locations
 * Permanent, cool URIs for these resources (http://pleiades.stoa.org/places/912910 for example)
 * Maps and KML, GeoJSON, Turtle and RDF+XML variants of resources (http://pleiades.stoa.org/news/recently-modified.kml for example)
 * Spatial search
 * Daily tabular snapshots of location, name, and place data and metadata at http://atlantides.org/downloads/pleiades/dumps

There is a detailed [README.txt][readme] with the dumps.

[readme]: http://atlantides.org/downloads/pleiades/dumps/README.txt


#### Description of geodata from the [kml file][kml]

> This KML file, for use with Google Earth and other compatible systems, contains basic coordinate and name information for ancient Greek and Roman places judged publication-ready by the Managing Editors of the Ancient World Mapping Center's Pleiades community ( http://pleiades.stoa.org ). In this edition, it comprises point features in Lycia/Pamphylia and Cyrenaica only, footprints corresponding to Barrington Atlas Maps 38 and 65. Future editions will expand the spatial coverage of this dataset, and will add more information to the individual placemark descriptions. 
> 
> This content is original work of the staff of the Ancient World Mapping Center and members of the Pleiades Community. It is built in part on information that was compiled by the American Philological Association's Classical Atlas Project (1988-2000), which was used during development with the permission of the APA.
> 
> Despite our best efforts, Pleiades content may contain errors or omissions.  These should be assumed to be the responsibility of the project director, and not to reflect the quality and completeness of Classical Atlas Project data nor the opinions of the Atlas Project's scholarly compilers and editors. Pleiades will open to public participation in early 2008. At this time, it will be easy for users to highlight and correct errors and omissions, and to update obsolete information.
> 
> Coordinate accuracy and precision are discussed at http://icon.stoa.org/trac/pleiades/wiki/DataPrecisionAndAccuracy . 

### Openness: OPEN

  * License: cc-by (e.g. see bottom of <http://www.unc.edu/awmc/pleiades/bibliography/> or in [kml file][kml])
  * Access: bulk and search
    * geodata: kml (and single web page) <http://www.unc.edu/awmc/pleiades/data/kml/places-all.kml>
    * biblio: html <http://www.unc.edu/awmc/pleiades/bibliography/>
    * thesaurus: html <http://pleiades.stoa.org/names/all> with details on <http://pleiades.stoa.org/thesaurus>

[kml]: http://www.unc.edu/awmc/pleiades/data/kml/places-all.kml",http://pleiades.stoa.org/,FALSE,Web:http://pleiades.stoa.org/ Name:Pleiades Project Email:pleiades.admin@nyu.edu,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
omwn-pol,plWordNet WordNet (as part of Open Multilingual WordNet),-,http://omwn.linguistic-lod.org/sparql/,https://wordnet.princeton.edu/license-and-commercial-use,"The plWordNet wordnet as published as part of the Open Multilingual WordNet. The goal of Open Multilingual WordNet is to make it easy to use wordnets in multiple languages. The individual wordnets have been made by many different projects and vary greatly in size and accuracy. We have (i) extracted and normalized the data, (ii) linked it to Princeton WordNet 3.0 and (iii) put it in one place. The Open Multilingual Wordnet and its components are open: they can be freely used, modified, and shared by anyone for any purpose.",http://compling.hss.ntu.edu.sg/omw/,"Name: absent, email: john.mccrae@insight-centre.org",Web:http://compling.hss.ntu.edu.sg/omw/ Name:Francis Bond Email:bond@ieee.org,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
apertium-rdf-eo-en,Apertium RDF EO-EN,-,,FALSE,RDF version of the Apertium bilingual dictionary EO-EN. The original dataset (in LMF) comes from http://hdl.handle.net/10230/22863 . The RDF version of the lexica is modelled using lemon (http://lemon-model.net/) and the translation module (http://purl.org/net/translation). More about the Apertium RDF dictionaries at http://linguistic.linkeddata.es/apertium/,absent,FALSE,Web:absent Name:Jacob Nordfalk ; Universitat Pompeu Fabra. Institut Universitari de Lingüística Aplicada (IULA) ; Universitat d'Alacant. Grup Transducens ; Hector Alòs i Font Email:,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,1,1,0.75,1,1,0,1,0.75,3.03
apertium-rdf-eo-fr,Apertium RDF EO-FR,-,,FALSE,RDF version of the Apertium bilingual dictionary EO-FR. The original dataset (in LMF) comes from http://hdl.handle.net/10230/22867 . The RDF version of the lexica is modelled using lemon (http://lemon-model.net/) and the translation module (http://purl.org/net/translation). More about the Apertium RDF dictionaries at http://linguistic.linkeddata.es/apertium/,absent,FALSE,Web:absent Name:Jacob Nordfalk ; Universitat d'Alacant. Grup Transducens ; Corinne Daudier  ; Universitat Pompeu Fabra. Institut Universitari de Lingüística Aplicada (IULA) ; Hector Alòs i Font Email:,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,1,1,0.75,1,1,0,1,0.75,3.03
zhishi-lemon,zhishi.lemon,-,,http://www.opendefinition.org/licenses/cc-by,"[Zhishi.me](http://zhishi.me/) is an effort to build Chinese Linking Open Data. Currently, it covers three largest Chinese encyclopedias: Baidu Baike, Hudong Baike and Chinese Wikipedia. Additional information about Zhishi.me can be found in this [published paper](http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/In-Use/70320209.pdf)

[Zhishi.lemon](http://lemon.zhishi.me/) is a newly developed dataset based on the lemon model that constitutes the lexical realization of Zhishi.me. It combines the [lemon core](http://www.lemon-model.net/) with the [lemon translation module](http://linguistic.linkeddata.es/def/translation-content/index.html) in order to build a linked data lexicon in Chinese with translations into Spanish and English. Links to BabelNet (a vast multilingual encyclopedic resource) have been provided as well. The license of the dataset is CC-BY.

We also present a [SPARQL endpoint](http://lemon.zhishi.me/sparql.html) for user to query our dataset. For more information, we provide two detailed schema diagrams with several instance examples to help users better understand the dataset and create more valuable SPARQL queries. You can download them from the following two dois: [Chinese Lexicalization Module](https://dx.doi.org/10.6084/m9.figshare.3438545.v1), [Multilingual Translation Module](https://dx.doi.org/10.6084/m9.figshare.3438548.v1).",absent,FALSE,Web:absent Name:East China University of Science and Technology Email:whfcarter@ecust.edu.cn,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
wikilinks-rdf-nif,Wikilinks RDF/NIF,-,,http://www.opendefinition.org/licenses/cc-by,"The [Wikilinks corpus](http://www.iesl.cs.umass.edu/data/wiki-links) is a coreference resolution corpus of very large scale. It contains over 40 million mentions of over 3 million entities. Mentions are manually labeled links to respective Wikipedia pages in natural language text. They are obtained via a web crawl and aggregated together with the pages' source in the extended corpus of over 180GB in size.

We took the corpus and converted it into the [NLP Interchange Format (NIF)](http://nlp2rdf.org/), publishing it here in Linked Open Data, RDF dumps and an accompanying CSV. 

Every webpage in the corpus was parsed. The text of the html element surrounding the individual Wikipedia links was extracted and concatenated together, if there was more than one link on the page. The position of the links in these texts was located and annotated via string offsets. The position of the html elements containing the links was annotated with Xpath expressions. For every link to Wikipedia, the respective [DBpedia](http://dbpedia.org) page was included as a link. The [DBpedia ontology classes](http://wiki.dbpedia.org/Ontology) of the linked resource were added as well. If a mapping exists, [NERD core classes](http://nerd.eurecom.fr/) were added, too.

The data is available in the Apache file system under [http://wiki-link.nlp2rdf.org/data/](http://wiki-link.nlp2rdf.org/data/). However, for ease of use, it is also available in a number of [gzipped Dumpfiles](http://wiki-link.nlp2rdf.org/dumps/). Additionally, there is a [gzipped CSV file](http://wiki-link.nlp2rdf.org/wikilink_ne.csv.tar.gz) containing the core of the data.",absent,FALSE,Web:absent Name:Martin Brümmer Email:bruemmer@informatik.uni-leipzig.de,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
fiesta,FiESTA,-,,http://www.opendefinition.org/licenses/cc-by-sa,"FiESTA (short for ""Format for extensive spatiotemporal annotations"") is a generic format for linguistic and behavioral annotations.",absent,FALSE,Web:absent Name:Peter Menke Email:pmenke@TechFak.Uni-Bielefeld.DE,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
